feature_name,value,algorithm,value_type,label,label_index
catastrophise,0.1359708700950712,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
tabi,0.1356945845915417,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ganglioliomas,0.1355437623588922,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
tumoractivating,0.1353854259577679,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
av951tivozanib,0.1353854259577679,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
openended,0.1353854259577679,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ros1directed,0.1353854259577679,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
structurally,0.1353854259577679,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ntidal,0.1353504376857874,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
limitation,0.1352820282258098,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
eastalt,0.1352820282258098,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
akineticrigid,0.1352820282258098,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
demc,0.1352820282258098,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
administration,0.1352820282258098,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
digitallyenabled,0.1352632932202711,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
pretesting,0.1352324734364056,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
3d,0.1351130071923671,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sub,0.1351071343529003,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cycle,0.1349897861409967,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
serially,0.1348876094147408,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
posthdf,0.1345893492033554,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
posttranscriptional,0.134588441596491,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
capasco,0.1345725318430414,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
bracelet,0.1344089913744974,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lateralised,0.1343149157856231,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
discovery,0.13427166386615,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hematocytologically,0.1342642886202351,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
griffith,0.1342397293607637,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hladr4positive,0.1341568008353767,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
rejectjon,0.1341026972395356,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
usedisclosure,0.1340949837851555,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cruk,0.1340855676485778,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
smart,0.1338996564098546,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mriwhole,0.1337094149269632,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
medicinecare,0.133656273993001,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
binoculars,0.1335895004381683,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
tetracosactide,0.1335848253343294,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
biosamples,0.1334631582342959,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
exposures,0.1333626286750902,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
halo,0.1333620002920859,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
collagen,0.1333620002920859,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
443139cs1,0.1333620002920859,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
geospatial,0.1333620002920859,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
presenceabsence,0.1333620002920859,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
salbutamolalbuterol,0.1332540601413829,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
posa,0.1332147965316357,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
andfamily,0.1329020446997403,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
parmley,0.1327498467004144,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
licensure,0.1327380249737398,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
roseta,0.1325574918203982,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cayton,0.1325211754222117,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
erupt,0.1324845908729447,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
observed,0.1323838840776475,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
trd,0.1323151545490485,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sca,0.132304362428886,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hmds,0.1322610230287899,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
biosynthesis,0.1322553129609735,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cgmbased,0.1322029049762312,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
healthtracker,0.1321738276427044,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
europeanwide,0.132032145011669,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nonhead,0.132006427588611,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
brightlight2021,0.131848270099264,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
unnoticed,0.1318374186071888,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
symbols,0.1317156248894323,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mk8591,0.1317156248894323,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
brsas,0.1316702063999517,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
clinicianparent,0.1316371813063461,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
grandchildren,0.1316187613293335,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
remeasured,0.1313788318148434,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
palboclilib,0.1313435594150975,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
donne,0.1312721010903624,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
loxo305,0.1312721010903624,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
agent,0.131226919025622,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ethnicity,0.131226919025622,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
despite,0.131226919025622,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ondemand,0.1311869703278696,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
panacea,0.1311484862978897,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
burstdr,0.1311484862978897,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
divergent,0.1309616712428452,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
polyunsaturated,0.1308495353638616,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
rchemotherapy,0.1308411236805351,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
platformlevel,0.1307335022391884,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ecomist,0.1306658596974854,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
smn2,0.1306171529624122,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ethoxyethyl,0.1305848623126702,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lyase,0.1305439037220565,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
alarming,0.1304785943283196,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
igeproducing,0.1304467439783612,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
intratumourally,0.1303806402741731,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
isoniazid,0.1302915028630672,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
brainstem,0.1301882182369498,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
linkanonymised,0.1301882182369498,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
scc,0.1301460392199062,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
clinicallyconfirmed,0.130112376990068,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gog3053,0.1300722061416843,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nonfermenting,0.1298596819179689,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
exemplary,0.1296201092240584,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
7th,0.1296101080383433,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gemcitabinetar200,0.1296101080383433,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
heighten,0.1296101080383433,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
erythmatosus,0.1295156528174498,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nonlenalidomidecontaining,0.1294522633236899,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
boarder,0.129355154826649,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
alemtuzumab,0.1292974787135848,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
multifactoral,0.1291754353442034,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
reoccurrence,0.129099234009674,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
alone,0.1290856209080465,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
posttreatmentpostsurgerypostoperative,0.128978401801965,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
np39487,0.1289268332350753,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
triglyceridebased,0.1288926815555266,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
bornemann,0.1288479840740852,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ppvmf,0.128716520135337,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
bicentre,0.1286756317952518,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
edna,0.1285203898403138,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
tasq,0.1284690556153414,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
crmcrprhi,0.1282597084287755,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
q112,0.1282401250498648,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
bioblood,0.1282069388824963,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
19bi180801,0.1281438168014165,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sitespecific,0.1279385901065674,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
netspot,0.1278756090481486,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gumcad,0.1277030397803294,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
interacts,0.1275755720664843,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hounsfield,0.1275732142513632,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cics,0.1274533378709086,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
s649266,0.1274533378709086,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
epirubicin,0.1273846543925393,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lesbian,0.1271558845003915,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
diet43,0.1271093226111212,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
vasectomise,0.1269984178693624,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hcc,0.1268748181255468,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
macularsparing,0.1268731383773486,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
normative,0.1268370969613834,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
40ms,0.1267985854485949,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
infographic,0.126630459821084,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
r170233a,0.1265851065689364,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cypides,0.1265318668881094,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
expertexperienced,0.126369872815919,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
245as101,0.1262461647771973,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
kill,0.1262461647771973,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
responseefficacy,0.1262313124981138,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
switch1,0.1261994701367929,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
elevate,0.1260771188357976,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
confirmatorypivotal,0.1260173414667325,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
30nmoll,0.1253067383046449,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
kcnq2,0.1252131976111,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
stillbirths,0.1251765930123922,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
adhesin,0.1251431199546054,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
pfizer,0.125123340173018,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
barefoot,0.1251188151232321,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cholesteatoma,0.1250458903313183,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
vacuolation,0.1249255957865353,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hungary,0.1248911192840206,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
optionally,0.124796626944376,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mrcls,0.1245680582719658,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
socialeconomics,0.1243785955300277,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
kl1333,0.1243785955300277,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mgl3196,0.1243601109359474,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gammaglutamyl,0.1242572711836257,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sitt,0.1242521201758037,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
kchft,0.1242005737662937,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
8ml,0.1241158612084681,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
hovonglsgncri,0.1241158612084681,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
preadt,0.1241158612084681,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
dsmivr,0.1241118989960263,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
breathbybreath,0.1241088830436659,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nddckd,0.1240737705734014,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
positivesarscov2,0.1239085083844873,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
crc101,0.1238420043017943,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cmhds,0.1238030785268602,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
rush,0.1237819445372483,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
fastestgrowing,0.1237819445372483,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cmn,0.1237819445372483,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
igra,0.1237819445372483,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
problemorientated,0.1236670730627024,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
familiesyoung,0.1235636055814905,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gated,0.123156876113272,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
preventable,0.1230963851011911,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
smoker,0.1230160614083606,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
breastaxillapostmastectomy,0.1230059354856345,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
confines,0.1229747178142054,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
investigatory,0.1227658787804415,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
pamiparib,0.1227154639534781,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
trv027,0.1225640444533927,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
iron,0.1225640444533927,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ibudilast,0.1223179682537352,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cardiac,0.1222339982968821,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cpinboss,0.1221953496025384,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
inflammacheck,0.1221448294877244,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
staffstakeholder,0.1219084853881507,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
morphinelike,0.1218842620707341,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
enablement,0.1217812292357072,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
fulvestrantcdk46,0.1217194090971138,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
grades,0.1217008734172269,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
starting,0.1216357458014285,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ecco,0.1214982017265756,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cognitivelanguage,0.1214286539672983,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mriscan,0.1212668938110056,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
harness,0.1212145402891177,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
2aged,0.1212145402891177,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
1provision,0.1212145402891177,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
arcgm,0.1211848489530136,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
plexus,0.1209017904146125,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
outburst,0.1206848323849624,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
dehydrogenasee2,0.1204262260256694,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
immunologically,0.1203103733492808,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
decompensationacuteonchronic,0.1201131997910343,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
squeezeuk,0.1201131997910343,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mine,0.1201131997910343,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
saftey,0.1201131997910343,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
posthumous,0.1200926566844996,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nforcein3,0.1199013734768236,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
reg1,0.1197365160481446,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
embryogenesis,0.1195962638651176,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
betaadrenergic,0.1195151577537214,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gondomar,0.1194956696090163,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
interreg,0.1192929717906094,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nonreplicating,0.1192929717906094,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lso,0.119162180280865,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
self,0.1191470839351615,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
evaluatedaudited,0.1191361086884477,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
oxphos,0.1191143335192145,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
25m,0.1190853219407026,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
an2025,0.1189165655460771,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sln124,0.1188580891090988,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ii,0.1187823073756886,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
precept1,0.1187823073756886,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
artefactstherefore,0.1187823073756886,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
coffee,0.1187823073756886,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nsclcatezolizumab,0.1187823073756886,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
wwwcarersorg,0.1187007380667782,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
i11patients,0.1185280925230471,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
userfocused,0.118528092523047,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cox2,0.1184532042141692,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
2018march,0.1184401279903116,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
forth,0.1182868318619775,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
wtx101,0.1180886103464187,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
gastricgej,0.1179981913673624,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
connection,0.1179063640811889,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ngsure,0.1177838738981259,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
fte,0.1177838738981259,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
emanate,0.1177838738981259,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
unclear,0.1177838738981259,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
smw,0.1177838738981259,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
icds,0.1177838738981259,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
string,0.1177098026206403,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
uln,0.1176588874793455,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ep0156,0.1176588874793455,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
stromal,0.1176588874793455,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
saq,0.1176588874793455,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
caretemporary,0.1176588874793455,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
dynameshhiatus,0.1175536447676976,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mk1026003,0.1173087916187579,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
emesis,0.1173087916187579,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
g34,0.1173087916187579,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
regeneten,0.1173087916187579,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sud,0.1173087916187579,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
12gl,0.1172250374672882,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
vascularrelated,0.1171052882097296,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
humber,0.1170852259243896,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
cidme,0.1170424000200873,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
carbapenemresistant,0.1169496897446381,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
fecd3,0.1169185918699571,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
institutionalisation,0.1168063167847268,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
nmda,0.1167202155409943,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
later,0.116641105126339,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sib,0.1166070656440865,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
transter,0.1165210472842335,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mtbi,0.1164878074090866,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ass,0.116427907274786,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lvmi,0.1164058022094911,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
pruriginous,0.1163823407358896,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
braive,0.1162653325362483,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
transducer,0.1162653325362483,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
holland,0.1162605979595721,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
2family,0.1162586841303361,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ides,0.1160712139364834,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ffpe,0.1157297452175708,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
immunostaining,0.1157297452175708,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lead,0.1157297452175708,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
subsidy,0.1156859709028599,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
assentsigned,0.1156780802779953,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
fistulating,0.1156541896254756,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
corgi,0.1156241780830387,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
tumourfree,0.11558196294567,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
transporter,0.1155384523174852,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
alzheimer,0.1155177833375921,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ie,0.1154940916963266,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
mtct,0.1154940916963266,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
currentmeasures,0.1154940916963266,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
disordersfifth,0.1153933453804186,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
5h,0.1153602603557135,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
asasomeract,0.115353783667674,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
icecapscm,0.1152161022336742,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sunreactive,0.1151999367959151,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
rice,0.1150835354187207,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
169m,0.1148561270717313,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
imnm,0.1145367787293714,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
summarised,0.114498899869868,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
androgensensitive,0.1144219483977448,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
aerosolization,0.1143226342260941,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
naf,0.1142296515910019,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
receptive,0.1141994397747635,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
sae,0.1141749106185693,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
agesex,0.1140414905326363,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
prescreened,0.1140197104003273,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
stereotypes,0.1140086839881139,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
paradox,0.1139522294263833,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
tjc,0.1139270555340736,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
varlilumab,0.1137206431862807,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
evasive,0.1137189041075966,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
traitsbased,0.1136995276922206,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
wham,0.1134451004610545,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ropad,0.1134437636608555,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
criteria9,0.1133861759738381,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
ibr,0.1133339114828486,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
avi,0.1132568329265046,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
eship2,0.1132054384025779,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
thyrogen,0.1132054384025779,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
lymphocytic,0.11315988534607,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
astute,0.1130658100297993,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
echography,0.1129743421707345,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
thrombocythemiamyelofibrosis,0.1128476796545481,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
type2diabetes,0.1128211812830665,linear_only_svm,weight,Malignant neoplasms of digestive organs,5
